cluster,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.528376725148743,24.69539654813811,18.598996842524386,16.32472557368256,9.73679732835836,6.557395230489335,6.059531808778888,6.418067006840167,6.193165962327478,9.906130030618852,18.68027776510874,25.006016380367914
1,10.430019390851788,10.079960084305226,9.165826318395057,8.994770647307154,8.575653844912958,8.583958886077914,8.82723215810607,8.991858105285557,8.599738820285582,8.959111061602238,10.603236688297375,11.820128782244296
2,7.112207683262971,7.013578490638309,6.723120057013969,6.740663446050194,6.4584194939730075,6.348832908215428,6.386362355144338,6.458731131045331,6.352883633278592,6.640980144631534,7.060982634743978,7.450116004221748
